Company;Total games;Published games;Avg owners...4;Developed games;Avg owners...6
100 Hidden Animals;29,000;0;0;0;0
100 Plus Games llc;1,000;1;10000;1;10000
100 Stones Interactive;6,000;1;10000;1;10000
100 Stories Tall;2,000;1;10000;1;10000
100 РЕНТГЕН;1,000;0;0;0;0
1000 Orks;1,000;0;0;0;0
1000-REKA;7,000;1;10000;1;10000
1001 Apps Studio;1,000;0;0;0;0
1001 Studio;2,000;1;150000;1;150000
100Hr Games;2,000;1;35000;1;35000
100Hr Games Inc;1,000;0;0;0;0
100Hr Games Inc.;1,000;0;0;0;0
100th Coin;2,000;0;0;0;0
101.Studio;1,000;0;0;0;0
10101 Software;3,000;2;10000;2;10000
1013133 Simulations;3,000;1;10000;1;10000
101XP;34,000;14;100000;0;0
101XP GAME STUDIOS;3,000;0;0;0;0
1029chris;1,000;0;0;0;0
1047 Games;9,000;1;7500000;1;7500000
1059 Studio;1,000;0;0;0;0
1081GAMES;2,000;1;10000;1;10000
109 Below;2,000;2;10000;2;10000
10:10 Games Ltd;1,000;0;0;0;0
10Ants Hill;1,000;0;0;0;0
10Days Hunters;1,000;0;0;0;0
10F;1,000;1;150000;1;150000
10ft Games;1,000;1;10000;1;10000
10kbit Games;3,000;3;10000;3;10000
10Loups Games;1,000;0;0;1;10000
10mg;11,000;10;20000;0;0
10ravens s.r.o.;1,000;1;10000;1;10000
10Space;1,000;1;10000;1;10000
10th Art Studio;2,000;0;0;2;75000
10th Reality;1,000;1;10000;0;0
10tons Ltd;28,000;18;80000;18;80000
10x10 Room;2,000;1;10000;1;10000
10YUAN;1,000;0;0;0;0
11 bit studios;1,000;0;0;0;0
11 bit studios;47,000;14;960000;7;1200000
11 bit studis;1,000;0;0;0;0
11/10 games;3,000;1;10000;0;0
110 Industries SA;2,000;1;75000;0;0
11000AD;4,000;2;10000;1;10000
1111;1,000;0;0;0;0
111144447777a;1,000;1;10000;1;10000
1122 Industries;1,000;1;75000;1;75000
11PLANNING;3,000;3;35000;3;35000
11Sheep;4,000;3;35000;3;35000
11V6BA;3,000;1;10000;1;10000
12 East Games;1,000;1;10000;1;10000
12 Hit Combo;1,000;0;0;1;10000
12 to 6 Studios LLC;1,000;1;10000;1;10000
1213;2,000;0;0;1;10000
122pxsheol;2,000;0;0;0;0
123;1,000;1;10000;1;10000
123 studio;1,000;0;0;0;0
123工作室;1,000;1;10000;1;10000
125;2,000;0;0;1;10000
126east;1,000;0;0;0;0
128itgames;1,000;0;0;0;0
12atan;2,000;0;0;1;10000
12B3;1,000;1;10000;1;10000
12G Studio;1,000;0;0;0;0
12PM;2,000;0;0;0;0
12seven;1,000;0;0;1;10000
12x1 Doze Por Um Studio;3,000;0;0;2;10000
13 Candles Studio;1,000;0;0;0;0
13-37 Games;1,000;0;0;0;0
13-lab;7,000;5;30000;5;30000
13-lab.ru;1,000;0;0;0;0
133 Games;2,000;0;0;0;0
1336 Studios;2,000;1;350000;1;350000
1337 & Senri AB;1,000;0;0;1;10000
1337 Game Design;1,000;1;35000;1;35000
13AM Games;8,000;2;75000;3;35000
13AM Shipping Solutions;1,000;1;75000;0;0
13TH Division;1,000;1;10000;1;10000
13th Street Studio;1,000;0;0;0;0
14 Dimension Enterprise;1,000;0;0;0;0
14 Hours Productions;7,000;2;10000;1;10000
14BitsStudio;1,000;1;10000;0;0
14Dimension Enterprise;9,000;3;10000;3;10000
14° East;1,000;0;0;1;1500000
15 min or less inc;1,000;0;0;1;10000
15 St Germ;1,000;0;0;0;0
150 beanies LTD;2,000;0;0;0;0
1564 Studio;2,000;1;10000;1;10000
157 Game Studios;1,000;0;0;0;0
15BIT GAMES;2,000;0;0;0;0
15pm;1,000;0;0;0;0
16 Bit Psych;2,000;0;0;2;10000
16 Gears;2,000;0;0;0;0
16 story bits;2,000;0;0;0;0
16 Swans;1,000;1;10000;1;10000
16air;8,000;6;10000;7;10000
16bit Nights;2,000;0;0;2;750000
16bitarena.com;1,000;1;75000;1;75000
17-BIT;3,000;3;150000;3;150000
171Dev;3,000;2;10000;2;10000
171st Street Games;2,000;0;0;0;0
17MOONKEYS;1,000;0;0;0;0
17Studio;4,000;4;20000;4;20000
17th Dimension;1,000;0;0;1;10000
180°;1,000;1;10000;1;10000
1812 Productions;1,000;1;10000;0;0
1812 Productions (PC Port);1,000;0;0;1;10000
1888 Games;1,000;0;0;1;10000
18cmSam;4,000;0;0;0;0
18Light Game Ltd.;6,000;2;10000;2;10000
19 Souls on Board;1,000;0;0;0;0
1917 Studios;8,000;1;35000;2;35000
1939 Games;4,000;1;1500000;1;1500000
1969;2,000;0;0;0;0
197;1,000;0;0;0;0
1984pxls;3,000;1;10000;1;10000
199 Cents STUDIO;2,000;2;10000;1;10000
1999UEM;2,000;1;75000;0;0
199CentsSTUDIO;2,000;1;35000;1;35000
1actose;1,000;1;10000;1;10000
1bgame;1,000;1;35000;1;35000
1bit;1,000;1;150000;1;150000
1bit Games;1,000;1;10000;1;10000
1BITDRAGON;1,000;1;10000;1;10000
1C Company;12,000;1;35000;1;10000
1C Entertainment;12,000;1;10000;0;0
1C Game Studios;66,000;0;0;1;750000
1C Online Games;6,000;3;350000;0;0
1C Wireless;3,000;0;0;3;35000
1C-777;8,000;0;0;0;0
1C-777 Limited;29,000;0;0;0;0
1C-Avalon;1,000;0;0;1;75000
1C-SoftClub;11,000;3;3500000;1;10000
1C: Maddox Games;7,000;0;0;4;210000
1C:InoCo;9,000;0;0;6;160000
1CC Games;5,000;0;0;3;10000
1classydude;2,000;1;35000;1;35000
1DER Entertainment;2,000;1;10000;1;10000
1f1n1ty;1,000;0;0;0;0
1kcal;1,000;1;10000;1;10000
1kvoid soft;1,000;0;0;0;0
1kvoidsoft 仟虚软件;3,000;0;0;0;0
1LastGame;2,000;0;0;0;0
1M Bits Horde;5,000;0;0;1;75000
1ManArmy;1,000;0;0;0;0
1manstudio.net;1,000;0;0;0;0
1MB;2,000;0;0;0;0
1MB Games;1,000;0;0;0;0
1ming益铭;8,000;1;10000;1;10000
1Monkey2Brains;3,000;3;10000;3;10000
1MP;1,000;1;10000;1;10000
1P2P;2,000;0;0;1;35000
1PXL Games;1,000;0;0;1;10000
1scGames;2,000;0;0;1;10000
1sickpuppy;2,000;0;0;0;0
1SiGn Games;1,000;1;10000;1;10000
1st impact games;2,000;2;10000;2;10000
1st Playable Productions;1,000;0;0;1;10000
1st-impact co.,ltd.;1,000;0;0;0;0
1Thousand;2,000;0;0;0;0
1TonSkeleton;4,000;0;0;0;0
1UP Factory;2,000;2;10000;2;10000
1UP games;3,000;2;10000;2;10000
1UP Games Studio;1,000;0;0;0;0
1up Indie;4,000;1;10000;2;10000
1upX;1,000;0;0;0;0
1Wish Games;1,000;1;10000;1;10000
1С-777 Limited;36,000;2;750000;0;0
2 Bad Design;1,000;1;10000;0;0
2 Barrel Arts;6,000;1;10000;1;10000
2 Beards Games;1,000;0;0;0;0
2 Bears Studio;4,000;0;0;2;10000
2 Bit Determine;4,000;2;10000;2;10000
2 Cubs Studio;2,000;1;10000;1;10000
2 Dawn Studios;2,000;0;0;0;0
2 Devi LLC;1,000;1;10000;1;10000
2 FOR 2;3,000;1;10000;1;10000
2 Headed Hero;1,000;0;0;0;0
2 Hit Studio;1,000;1;10000;1;10000
2 Igloos;1,000;0;0;0;0
2 Left Thumbs;38,000;7;80000;0;0
2 Monkeys;1,000;0;0;1;150000
2 Nerdy Nerds;1,000;0;0;0;0
2 Odd Diodes;2,000;0;0;0;0
2 Player Productions;17,000;0;0;0;0
2 players;1,000;0;0;1;35000
2 Sodas;1,000;0;0;0;0
2 Stupid Devs;5,000;0;0;1;10000
2 Ton Studios;2,000;0;0;0;0
2 Turn Studios;1,000;0;0;0;0
2 Zombie Games;4,000;1;350000;1;350000
2&30 Software;3,000;1;75000;0;0
2&30 Software;1,000;1;150000;0;0
2,000 Damage;3,000;1;10000;1;10000
2-Volt Games;1,000;1;35000;1;35000
2.0 Studios;2,000;1;10000;1;10000
2.5D Gaming Studio;2,000;0;0;0;0
20 Below Games;1,000;0;0;0;0
20 Below Games, inc;1,000;1;10000;1;10000
20 Credit Studios;1,000;1;10000;1;10000
20 Watt Games;1,000;1;10000;1;10000
2015;1,000;0;0;1;150000
202-N Studios;1,000;1;75000;1;75000
202-Six Studio;1,000;0;0;0;0
2020 Venture;1,000;1;35000;1;35000
2022Word;1,000;0;0;0;0
2024 Studios;1,000;0;0;0;0
202N Studios;1,000;0;0;0;0
2048_st;1,000;0;0;0;0
2049VR;2,000;2;10000;2;10000
2054;2,000;1;10000;1;10000
207 Studios;1,000;1;10000;0;0
2077 New World Game Studio;2,000;0;0;0;0
20letpast;1,000;1;10000;1;10000
20Tab;1,000;1;10000;0;0
20th Century Fox Film Corporation;1,000;1;10000;0;0
2112Games;1,000;1;10000;1;10000
2124 Publishing;4,000;1;10000;0;0
2127 Games;2,000;2;350000;2;350000
213℉;3,000;0;0;1;10000
214 Films;1,000;0;0;0;0
21c.Ducks Co., Ltd.;1,000;0;0;1;35000
21cDucks co., Ltd.;1,000;0;0;0;0
221 Games;2,000;1;10000;1;10000
221GAMES;2,000;1;10000;1;10000
222°;1,000;0;0;0;0
226GameStudio;3,000;2;10000;2;10000
229Production;1,000;1;10000;1;10000
22cans;3,000;1;75000;3;150000
22cans Ltd.;1,000;1;350000;0;0
2357 Steps;1,000;0;0;0;0
23:23 Team;2,000;2;10000;2;10000
24 Caret Games;1,000;1;75000;1;75000
24 Entertainment;12,000;2;75000;2;7500000
24Frame,inc.;11,000;2;10000;3;10000
24k;2,000;0;0;0;0
25 Crimson;1,000;1;10000;1;10000
251 Games;1,000;0;0;1;35000
255pixel Studios;1,000;1;10000;0;0
2645interactive;1,000;1;10000;1;10000
269th lab games softworks;2,000;2;10000;2;10000
26Elements;1,000;0;0;0;0
26horses;1,000;1;10000;1;10000
26k;2,000;2;10000;2;10000
26PM;1,000;1;10000;1;10000
275;2,000;0;0;1;35000
2816292563;1,000;0;0;0;0
286studio;5,000;2;10000;2;10000
29 Palms, Captain7;1,000;0;0;0;0
29Ninja;1,000;0;0;0;0
29Palms;3,000;0;0;0;0
29Palms Scenery Design;1,000;0;0;0;0
29Palms, Captain7, Stairport Sceneries;1,000;0;0;0;0
29x;1,000;1;10000;1;10000
2:30 AM Studios;1,000;1;10000;0;0
2AM(熬夜工作室);1,000;1;10000;1;10000
2Awesome Studio;31,000;10;10000;4;20000
2axion;1,000;1;35000;0;0
2B Games;3,000;0;0;0;0
2BAD GAMES;4,000;2;10000;2;10000
2BDev;1,000;1;10000;1;10000
2Beats;1,000;1;10000;1;10000
2BIGo;4,000;0;0;1;35000
2Bit Studios;4,000;2;10000;2;10000
2Blocks;1,000;1;10000;1;10000
2Boone Games;1,000;1;10000;1;10000
2Brains Games;1,000;1;35000;0;0
2Brains&Coffee;1,000;0;0;1;10000
2Brains&Coffee;2,000;0;0;0;0
2by3 Games;7,000;0;0;3;10000
2bytes Corp;2,000;0;0;0;0
2B_GAMES;1,000;1;35000;1;35000
2ch;1,000;0;0;0;0
2Chance Projects;2,000;1;150000;1;150000
2chums;1,000;0;0;0;0
2cute;1,000;0;0;1;10000
2D BOY;3,000;1;1500000;1;1500000
2D Digital studio;1,000;1;10000;1;10000
2D Guys Games;1,000;1;10000;1;10000
2D Heroes;2,000;2;10000;2;10000
2D OS GAMES;1,000;0;0;0;0
2D Realms;1,000;1;10000;1;10000
2D ROM;2,000;1;10000;1;10000
2DArray;3,000;1;10000;2;75000
2DEngine;9,000;4;40000;5;50000
2Design Games;2,000;0;0;0;0
2Desing Games;1,000;0;0;0;0
2DGameMania;1,000;1;35000;1;35000
2DHD;1,000;1;75000;1;75000
2Dimensions;1,000;1;10000;0;0
2Dio;2,000;1;10000;1;10000
2Dog Games;2,000;1;10000;1;10000
2Dogs Games Ltd.;2,000;0;0;1;75000
2DragonsGames;1,000;1;35000;1;35000
2dragontails;1,000;1;10000;1;10000
2Dream;1,000;1;10000;0;0
2Dream Coporation;1,000;0;0;0;0
2Dream Corporation;1,000;0;0;0;0
2drp;1,000;1;35000;1;35000
2Dynamic;1,000;0;0;0;0
2Dynamic Games;2,000;0;0;1;75000
2D_Cat;1,000;0;0;0;0
2D_猫;2,000;0;0;1;35000
2E;4,000;2;10000;0;0
2Eggs;1,000;1;10000;0;0
2eme Gymnopédie;1,000;0;0;0;0
2ev1l;6,000;5;10000;5;10000
2ForallGames;2,000;2;10000;0;0
2Frogs Software;1,000;1;10000;1;10000
2GenPro;7,000;6;10000;6;10000
2GT;2,000;2;10000;2;10000
2HEADSTUDIOS;2,000;0;0;0;0
2Hyper;1,000;1;10000;1;10000
2K;348,000;91;1590000;0;0
2K Australia;15,000;0;0;5;3110000
2K Boston;3,000;0;0;2;3500000
2K China;4,000;0;0;2;3500000
2K Czech;7,000;0;0;1;3500000
2K Games;21,000;1;350000;0;0
2K Marin;8,000;0;0;3;3500000
2K Sports;4,000;0;0;0;0
2KMAGIC STUDIO;1,000;1;35000;1;35000
2kPixel Studios LLC;1,000;0;0;0;0
2L Games;1,000;0;0;0;0
2Lion;2,000;0;0;0;0
2mad;1,000;0;0;0;0
2MAD Games;1,000;1;10000;1;10000
2MEDYA;5,000;1;10000;0;0
2MenStudio;2,000;0;0;0;0
2MW;2,000;0;0;0;0
2nd Best Games;1,000;1;10000;1;10000
2nd Player Games;1,000;0;0;0;0
2nd Studio;3,000;1;10000;2;10000
2ndBoss;11,000;4;20000;4;20000
2ndDimensionGhost;1,000;1;75000;0;0
2ndRevelation;3,000;0;0;2;10000
2ndUp Studios;1,000;1;10000;1;10000
2nek;5,000;0;0;0;0
2oclocksoft;2,000;0;0;0;0
2P Games;60,000;25;60000;1;35000
2pfrog;1,000;0;0;1;10000
2PGames;8,000;1;75000;0;0
2Pi Interactive Pvt. Ltd.;1,000;1;10000;1;10000
2PIXELS Games;2,000;1;10000;0;0
2Play;4,000;2;350000;2;350000
2pt Interactive;3,000;1;350000;1;350000
2PWR TEAM;1,000;0;0;0;0
2REALVR;1,000;1;10000;1;10000
2S Games;1,000;1;10000;1;10000
2SD;5,000;1;10000;3;75000
2tainment;3,000;1;35000;1;35000
2tainment GmbH;8,000;7;30000;0;0
2Tall Inc.;1,000;1;10000;0;0
2TG Entertainment;2,000;0;0;0;0
2think design studio;3,000;0;0;1;10000
2weak;1,000;0;0;0;0
2x2 Games;15,000;2;75000;2;75000
2xDal;2,000;2;35000;2;35000
2XL Games;2,000;0;0;1;35000
2xMilk;2,000;2;10000;2;10000
3 Core Studio;2,000;1;10000;1;10000
3 Day Monk;1,000;0;0;0;0
3 Feet From Gold Games;1,000;1;10000;1;10000
3 Fright;3,000;1;10000;1;10000
3 Gentle Giants;1,000;1;10000;1;10000
3 Guns Ltd;1,000;0;0;0;0
3 Halves Games;2,000;1;10000;1;10000
3 Minute Games;1,000;0;0;1;10000
3 NG Film;1,000;0;0;0;0
3 O'clock grymlins Team;1,000;0;0;0;0
3 Sprockets;5,000;4;90000;5;100000
3 Towers Game Studio;1,000;0;0;0;0
3-50;3,000;0;0;1;10000
3-Fold Games;3,000;1;10000;1;10000
3-Tricks;2,000;1;10000;1;10000
3.5 Inch Team;3,000;0;0;1;10000
3.5Cats;1,000;1;10000;1;10000
30 fps Entertainment;1,000;0;0;0;0
30 Matches;1,000;1;10000;1;10000
30 Parallel;2,000;1;10000;1;10000
30.06 Studios Ltd;1,000;0;0;1;350000
30/30;1,000;1;35000;0;0
300 fps;3,000;2;10000;2;10000
3000AD;12,000;7;50000;7;50000
3000Studio;2,000;1;35000;1;35000
3000White;2,000;2;10000;2;10000
300AD;1,000;1;10000;0;0
302 GAMES INC;6,000;1;35000;0;0
302 Interactive;4,000;0;0;2;10000
302 Studio;6,000;0;0;1;35000
3067 Games;1,000;1;10000;1;10000
30cm games;2,000;0;0;0;0
30Gold;2,000;0;0;0;0
31 Labs;1,000;0;0;0;0
3100 games;1,000;1;10000;1;10000
313 Studios;2,000;1;10000;1;10000
314 Arts;4,000;1;75000;1;75000
314 Bytes;1,000;1;10000;1;10000
315 Software;1,000;0;0;0;0
32 Pixels;2,000;0;0;0;0
32E.AD;2,000;0;0;0;0
33 Games;1,000;1;10000;1;10000
33 Production;3,000;3;10000;1;10000
333Ba;3,000;0;0;0;0
334Sgame;6,000;0;0;6;20000
33ParadoX;2,000;2;10000;0;0
33ParadoX&igstore;3,000;3;10000;0;0
343 Industries;21,000;0;0;5;5030000
346lab Localization;1,000;1;150000;0;0
34BigThings;2,000;1;150000;0;0
34BigThings srl;27,000;7;170000;8;170000
359 Games LTD;2,000;1;10000;1;10000
360 Dev Lab;1,000;0;0;0;0
360 Evolve VR Pty Ltd;1,000;1;10000;1;10000
360art;1,000;0;0;0;0
36?;1,000;0;0;0;0
36Litters;2,000;0;0;0;0
36XGS;1,000;1;10000;0;0
373vFS Greg;1,000;0;0;0;0
373vFS_Greg;1,000;0;0;0;0
37du game;1,000;0;0;0;0
38 Studios;6,000;1;1500000;2;1500000
38,9_Degrees;3,000;3;35000;3;35000
3909;3,000;2;1500000;0;0
395games;1,000;0;0;0;0
39Soft;1,000;0;0;1;10000
3:15 Software;1,000;1;35000;1;35000
3acg;2,000;2;10000;1;10000
3BD GAMES LLC;1,000;1;35000;0;0
3BD Games, LLC.;1,000;0;0;0;0
3BLACKDOT;3,000;2;150000;0;0
3Block;2,000;0;0;0;0
3Block MLN;1,000;0;0;0;0
3body Games;1,000;0;0;0;0
3bomb;1,000;0;0;0;0
3boood_pro;1,000;0;0;0;0
3BoyZ.Corp;1,000;0;0;0;0
3BT Studios;1,000;0;0;1;10000
3C Games;1,000;0;0;0;0
3C18S;1,000;0;0;0;0
3Crew;1,000;1;10000;1;10000
3D Aim Trainer;1,000;0;0;0;0
3D Avenue;2,000;1;35000;1;35000
3D Bills;4,000;0;0;0;0
3D Dojo Studios;2,000;0;0;0;0
3D FACTORY;3,000;3;10000;3;10000
3D Generation;2,000;1;75000;1;75000
3D Generation LLC;1,000;0;0;0;0
3D Glyptics LLC;1,000;0;0;0;0
3D Interactive Sthlm AB;1,000;0;0;0;0
3D Joys;1,000;1;10000;1;10000
3D Media;1,000;1;10000;0;0
3d Molier;1,000;1;10000;0;0
3d pixel art studio;1,000;1;350000;1;350000
3D Realms;48,000;22;60000;7;340000
3D Realms (Apogee Software);8,000;8;50000;4;20000
3D Research Srl;1,000;1;10000;1;10000
3D Talo;1,000;0;0;1;10000
3D Talo Finland Ltd.;2,000;1;10000;0;0
3d Visualisation Aesthetics Lab;3,000;1;10000;1;10000
3D-AW;1,000;1;10000;1;10000
3d-Palace International;1,000;0;0;0;0
3D2 Entertainment;3,000;0;0;1;35000
3D63;1,000;0;0;0;0
3DA;5,000;5;0;0;0
3DAR;3,000;1;10000;2;35000
3DAW;1,000;0;0;0;0
3dcafe;1,000;1;10000;1;10000
3DCHADDD;3,000;0;0;1;10000
3DCHADDD PRODUCTIONS;3,000;1;10000;0;0
3DClouds;25,000;3;35000;10;20000
3DDD Games;2,000;1;35000;1;35000
3DDUO;8,000;0;0;7;30000
3DEA;4,000;0;0;1;10000
3Dever;1,000;0;0;1;10000
3Dflow SRL;2,000;1;10000;1;10000
3DGoblinDev;2,000;0;0;0;0
3DGY SOFT oy;2,000;0;0;0;0
3DI LLC;10,000;2;10000;2;10000
3DIDGAME;1,000;1;35000;0;0
3dinvis games;1,000;1;75000;1;75000
3DIQ;1,000;1;10000;1;10000
3DisturbedMonkeys;2,000;1;10000;1;10000
3Division;12,000;1;35000;5;240000
3dlight-studio;1,000;1;10000;1;10000
3dm_live_wallpapers;15,000;14;30000;14;30000
3DPet;6,000;2;75000;2;75000
3DPuss;1,000;1;10000;1;10000
3Dragons;1,000;0;0;0;0
3DRComics;2,000;0;0;0;0
3dreals;1,000;0;0;0;0
3dRudder;1,000;0;0;1;10000
3dRudder SA;1,000;1;10000;0;0
3DUBU;1,000;0;0;0;0
3DUtils;2,000;1;10000;1;10000
3Dvisual;1,000;1;75000;1;75000
3DZug;94,000;0;0;0;0
3EAM;3,000;0;0;0;0
3f Interactive;5,000;3;350000;3;350000
3Fgames;1,000;0;0;0;0
3G:Games;1,000;1;10000;1;10000
3GoGames;1,000;1;10000;1;10000
3goo;2,000;1;75000;0;0
3Hills;2,000;0;0;0;0
3HR3HW;1,000;0;0;0;0
3ichael 7ambert;22,000;1;10000;1;10000
3L Company;1,000;1;10000;0;0
3lb Games;2,000;1;10000;1;10000
3li;1,000;1;35000;1;35000
3m Jump;1,000;0;0;0;0
3m0 studio;1,000;1;35000;1;35000
3MA Studios;1,000;1;10000;1;10000
3Mind Games;3,000;1;35000;1;35000
3ofSpades;2,000;0;0;0;0
3P Studios;4,000;2;10000;2;10000
3PA Studios;1,000;0;0;0;0
3pixel;1,000;1;10000;1;10000
3Pupper Studios;1,000;1;10000;1;10000
3Pupper Studios LLC;1,000;0;0;0;0
3Q Studios;1,000;1;10000;1;10000
3RD BOOK;1,000;0;0;1;10000
3rd eye project;1,000;0;0;1;35000
3rd Eye Studios;2,000;2;10000;2;10000
3rd Pinnacle Games;1,000;1;10000;0;0
3rd Shift Studios;1,000;0;0;0;0
3rdEye;1,000;0;0;1;10000
3rdnote;1,000;0;0;0;0
3RISE;1,000;0;0;1;10000
3S Design;2,000;1;10000;1;10000
3StrakGames;2,000;2;10000;2;10000
3T Labs;10,000;1;35000;2;350000
3to1 Games;1,000;0;0;0;0
3weeks Studio;2,000;0;0;0;0
3X Entertainment;1,000;0;0;0;0
3X Entertainment Limited;9,000;0;0;1;150000
3x3.zero;1,000;1;35000;1;35000
3xBlast;3,000;0;0;2;35000
3xl;1,000;1;10000;1;10000
3Y Studio;1,000;1;10000;1;10000
3y3.net;1,000;0;0;1;10000
3Z;2,000;0;0;0;0
4 BUDDIES;2,000;1;75000;1;75000
4 Dimension Games;2,000;1;150000;1;150000
4 Door Lemon;1,000;0;0;1;10000
4 Door Lemon Vision 1;1,000;1;10000;0;0
4 Fun Studio;5,000;3;10000;5;0
4 Fun Studio Inc.;3,000;2;10000;2;10000
4 Gladiators Studio;1,000;0;0;0;0
4 Hands Games;2,000;0;0;0;0
4 Hats;2,000;2;35000;2;35000
4 Head Studios;1,000;0;0;0;0
4 I Lab;13,000;4;130000;4;130000
4-Panel Footprint;3,000;1;10000;1;10000
4/5 Dentists;1,000;1;10000;0;0
40 Giants Entertainment;3,000;0;0;1;75000
40 Pound Tiger;1,000;0;0;0;0
40 Pound Tiger Studios;2,000;2;10000;2;10000
404 game;1,000;1;10000;1;10000
404 GAMES LTD;1,000;0;0;0;0
404 Name Not Found Studios;1,000;1;10000;0;0
404 Studios;1,000;0;0;0;0
404.zero;1,000;1;10000;1;10000
4096ss;1,000;0;0;0;0
40Ggames;1,000;0;0;1;10000
40RS;1,000;0;0;0;0
41024;1,000;0;0;0;0
4188 Studios;1,000;1;10000;1;10000
42 Bits Entertainment;2,000;0;0;0;0
42 BYTES;1,000;1;10000;0;0
42 Foundation;1,000;0;0;0;0
42 Interactive;2,000;0;0;1;10000
42 Pixels;2,000;0;0;0;0
42tones;1,000;1;10000;1;10000
43 Studios;3,000;0;0;1;35000
430Games;16,000;2;35000;2;35000
43DM Software;1,000;1;10000;1;10000
44次日落工作室;1,000;0;0;0;0
45 Studio;3,000;0;0;1;10000
45-world;1,000;0;0;1;10000
46flare;1,000;1;10000;1;10000
480 Games;2,000;0;0;0;0
4886 Studios;3,000;1;35000;1;35000
48h Studio;1,000;0;0;1;75000
49 Games;1,000;0;0;1;10000
49Wares;1,000;0;0;0;0
49肆酒;1,000;1;10000;1;10000
4A Games;16,000;0;0;4;3190000
4A50 Studios;4,000;0;0;0;0
4AM Games;1,000;0;0;1;10000
4artes3d;1,000;0;0;0;0
4artes3dGames;1,000;0;0;0;0
4Bit Games;5,000;3;10000;3;10000
4BUDDIES;1,000;0;0;0;0
4Co;2,000;1;75000;1;75000
4D Fun Inc;1,000;0;0;0;0
4D Music Ltd;1,000;1;10000;0;0
4DAYS LAB Co., Ltd.;2,000;2;10000;2;10000
4Divinity;9,000;3;350000;0;0
4DMACAU;2,000;1;10000;1;10000
4E Game Studio;1,000;0;0;1;10000
4E Publisher;1,000;1;10000;0;0
4EversGames;2,000;1;10000;0;0
4Fishing;1,000;0;0;1;150000
4FLabGames;1,000;0;0;0;0
4FLabGames Group;1,000;0;0;0;0
4FreaksFiction;1,000;1;10000;1;10000
4Friends Games;1,000;0;0;1;75000
4Fufelz;1,000;1;75000;1;75000
4G;2,000;2;750000;2;750000
4gency;1,000;0;0;1;75000
4H;2,000;1;10000;1;10000
4H StudioLab;3,000;3;35000;3;35000
4Happy Studio;2,000;0;0;0;0
4Head Studios;4,000;0;0;4;210000
4honor_snipes;1,000;0;0;0;0
4inarik;1,000;0;0;0;0
4J Studios;1,000;1;10000;0;0
4K Media;4,000;0;0;0;0
4knights, Two Horizons;1,000;0;0;0;0
4L GAMES LTD.;1,000;1;10000;1;10000
4M Software;1,000;1;10000;1;10000
4M2Q Games;1,000;0;0;0;0
4M2Q Studios;1,000;1;10000;1;10000
4MB Interactive Ltd;1,000;1;10000;1;10000
4Mhz;2,000;0;0;1;10000
4MinuteWarning;2,000;0;0;0;0
4MON Studios;1,000;0;0;1;10000
4NetGames;1,000;1;10000;1;10000
4noki;2,000;0;0;0;0
4p0 Informatica;1,000;1;35000;1;35000
4PM GAME;1,000;1;10000;0;0
4Realms;1,000;1;10000;1;10000
4sandwiches;1,000;0;0;0;0
4sandwichesgames;1,000;0;0;0;0
4sdk;1,000;1;10000;1;10000
4ShawGames;1,000;1;10000;1;10000
4Tabern;1,000;1;150000;0;0
4tale production;1,000;1;10000;1;10000
4TEAMGB;2,000;0;0;0;0
4th cluster;3,000;0;0;1;10000
4th Foundation;2,000;2;10000;2;10000
4th Wall Breakers;1,000;1;10000;0;0
4thNode;1,000;1;75000;0;0
4Tins Studios;1,000;1;10000;1;10000
4TRSstudios;1,000;0;0;0;0
4ugui;2,000;1;150000;1;150000
4WayStudio;2,000;2;10000;2;10000
4z4_production;4,000;0;0;0;0
5 Bits Games;1,000;0;0;1;350000
5 Fortress;2,000;0;0;0;0
5 Games;2,000;1;10000;1;10000
5 Hours of Sleep;1,000;1;10000;1;10000
5 Lives Studios;5,000;1;1500000;2;750000
5 Minutes Yesterday;1,000;1;10000;1;10000
5 pillar wood;1,000;1;35000;1;35000
5 Wolf;2,000;0;0;2;350000
50000 Leagues Ltd;1,000;1;10000;1;10000
501 Industries;2,000;2;35000;0;0
501JOY;1,000;0;0;0;0
502 Studios;2,000;0;0;0;0
505 Games;2,000;0;0;0;0
505 Games;167,000;50;460000;1;350000
505 Games SRL;1,000;0;0;0;0
505 Games US;1,000;0;0;0;0
505 Go Inc;1,000;1;750000;0;0
505 Go Inc.;1,000;0;0;0;0
505 Go!;1,000;0;0;0;0
505Games;1,000;0;0;0;0
511GAMES;2,000;2;10000;2;10000
515 Games;3,000;1;10000;1;10000
51game;1,000;0;0;0;0
51Pegasi Studios;3,000;1;10000;1;10000
52.6 Productions;2,000;0;0;0;0
522 Studios;1,000;1;10000;1;10000
528 Games;3,000;0;0;0;0
529games;1,000;0;0;0;0
549gamestudio;1,000;1;35000;1;35000
55 Revolver;1,000;0;0;1;10000
56 Game Studios;1,000;1;10000;1;10000
562 Interactive;5,000;1;10000;2;10000
562 Interactive LLC.;1,000;1;10000;0;0
56K Games;1,000;1;10000;1;10000
58works;1,000;1;10000;0;0
59 Studio;4,000;0;0;1;75000
5am Games GmbH;4,000;1;10000;1;10000
5convert;1,000;0;0;0;0
5D Realities;2,000;2;10000;0;0
5D6 Games;2,000;1;150000;1;150000
5Deniz;2,000;1;35000;0;0
5Heads;2,000;0;0;1;10000
