Company;Total games;Published games;Avg owners...4;Developed games;Avg owners...6
Root Out;1,000;0;0;0;0
root pilot;1,000;0;0;0;0
Root121 Games;1,000;1;10000;1;10000
RootaBeta Games;2,000;0;0;0;0
Rooted Concepts;1,000;1;75000;1;75000
Rootify;5,000;3;10000;3;10000
Rootless Studio;4,000;0;0;1;150000
Rootnstudio Ltd.;10,000;1;10000;1;10000
rootnuko+H;1,000;0;0;1;10000
Rootpew;1,000;1;350000;1;350000
Rootpointers;1,000;0;0;0;0
Roots Games;1,000;0;0;0;0
RootSerious;1,000;1;10000;1;10000
Rootton Endeavours;1,000;1;10000;1;10000
RoPipe Games;1,000;1;10000;1;10000
Ropoke;1,000;0;0;0;0
Roppy Chop Studios;7,000;5;30000;5;30000
roquet;1,000;0;0;0;0
Roroco Studio;1,000;0;0;0;0
RororoGame;1,000;1;10000;1;10000
Rortos Srl;1,000;1;10000;1;10000
Rory Lambert;1,000;1;10000;1;10000
Rorybabory;1,000;0;0;1;10000
Ros Studio;1,000;0;0;0;0
Rosa Special Studio;32,000;14;10000;14;10000
Rosae Ex Ludis;2,000;1;10000;0;0
Rosalie Vile;1,000;0;0;1;10000
Rosalila;1,000;1;10000;0;0
Rosario Puche;2,000;1;10000;1;10000
Rosasoft;1,000;1;10000;0;0
Rose Arcana Games;2,000;1;35000;1;35000
Rose Atkinson;3,000;0;0;0;0
Rose City Games;11,000;2;75000;3;10000
Rose Hall;1,000;0;0;0;0
Rose McGreevy;2,000;0;0;0;0
Rose Tinted Games LLC;2,000;0;0;0;0
Rose Twoan;2,000;0;0;0;0
rose-engine;2,000;0;0;1;1500000
Roseball Games;1,000;1;10000;1;10000
Rosebud;1,000;0;0;0;0
Rosebud Games;1,000;0;0;1;150000
Rosedale Studios;2,000;0;0;0;0
Rosefinch;1,000;0;0;0;0
RoseHoodGames;2,000;1;35000;1;35000
RosemaryHouse;1,000;0;0;0;0
Rosemilk Studio;1,000;0;0;0;0
Rosen Studio;1,000;0;0;1;10000
Rosenberg Productions Inc.;1,000;0;0;0;0
Rosenfeld;2,000;0;0;0;0
Rosenkreutz;1,000;1;10000;1;10000
RosenX Studios;2,000;1;10000;1;10000
RosePortal Games;10,000;0;0;5;90000
RoseQuartz;2,000;0;0;0;0
Rosetta;2,000;0;0;2;10000
roseVeRte;33,000;15;20000;12;20000
ROSEVERTE MYSTERY;7,000;0;0;3;35000
RoseWater Studios;1,000;1;10000;0;0
Roshan Nowshad;4,000;1;10000;1;10000
Roshni R. Vala;2,000;0;0;1;10000
rosmic games;1,000;1;10000;1;10000
Ross Bryson;1,000;0;0;0;0
Ross Champion;1,000;0;0;0;0
Ross Edgar;3,000;1;10000;2;10000
Ross Grambo;3,000;0;0;2;10000
Ross Harris;1,000;0;0;1;10000
Ross Joseph Gardner;13,000;1;75000;2;35000
Ross King;2,000;0;0;1;10000
Ross McRitchie;2,000;0;0;0;0
Ross Mcwilliam;1,000;0;0;0;0
Ross Smith;1,000;0;0;1;10000
Ross Stack;1,000;0;0;0;0
Ross Winters;2,000;0;0;2;150000
ROSSCO Games;1,000;0;0;0;0
RossGirl Co. Ltd;1,000;0;0;0;0
Rossiya Segodnya;2,000;1;35000;1;35000
Rossman Bros Games;1,000;1;10000;1;10000
ROSSO INDEX K.K.;2,000;0;0;0;0
Rosstin Murphy;1,000;0;0;1;75000
Rostein Fox;1,000;0;0;0;0
Rostislav Pogosian;1,000;1;10000;1;10000
Rostislavs LIhacs;1,000;0;0;1;75000
rostok.itch.io;1,000;0;0;0;0
Rostrum Studio;2,000;0;0;0;0
Rosune;1,000;0;0;0;0
Rosyaev;5,000;1;10000;2;75000
Rotacat Studio;1,000;0;0;0;0
Rotann Colyn;1,000;0;0;1;10000
Rotate PVAN;1,000;0;0;0;0
Rotateam;1,000;0;0;1;75000
Rotating Games;1,000;0;0;0;0
Rotating Gear Studio;1,000;1;10000;0;0
Rotatipyra;2,000;0;0;2;350000
Rotators Collective;1,000;0;0;0;0
Rotciv;1,000;0;0;1;10000
Rotciv Ocnarb;1,000;1;10000;1;10000
Rotech Digital Ltd;3,000;3;10000;3;10000
Rothman;1,000;1;750000;1;750000
Rotorist Workshop;8,000;1;75000;1;75000
Rotoscope Studios;2,000;0;0;0;0
Rotospace Studios Inc.;1,000;1;35000;1;35000
Rotstudio;1,000;1;10000;0;0
Rotten Apple Games;1,000;1;10000;1;10000
Rotten Barrel;1,000;1;10000;1;10000
Rotten Horse Games;1,000;1;10000;1;10000
Rotten Mage;3,000;1;10000;1;10000
Rotten Raccoons;2,000;0;0;0;0
ROTU Entertainment & Media, Ltd.;4,000;1;10000;1;10000
Rotub Games Pty Ltd;1,000;0;0;0;0
ROTxBLAU;3,000;0;0;0;0
Rouem;1,000;1;10000;1;10000
Rouge Brick;1,000;0;0;1;10000
Rough;1,000;0;0;0;0
ROUGH KUTS;25,000;2;150000;2;150000
Rouhana;2,000;2;10000;1;10000
Rouli;1,000;1;10000;1;10000
Rouli Entertainment Corp;1,000;1;10000;1;10000
Round Alien Software;1,000;0;0;0;0
Round Brick Studio;1,000;0;0;0;0
Round Cartridge;2,000;0;0;0;0
Round Cube Studio;1,000;1;35000;1;35000
Round One Production;1,000;0;0;0;0
Round Squares Studios;1,000;0;0;0;0
Round Squares Studios LTD;3,000;1;10000;1;10000
Round Toast Studios;2,000;0;0;0;0
Round2Games;4,000;1;10000;1;10000
Round8 Studio;6,000;0;0;0;0
RoundTable Games Studio;2,000;1;10000;1;10000
RoundTable Games Studios;1,000;0;0;0;0
RoundXu;1,000;0;0;1;150000
RouShanGame;2,000;1;10000;1;10000
Roushi Studios;1,000;0;0;0;0
RoushTech, LLC;1,000;1;10000;1;10000
Route 24;1,000;0;0;1;10000
Route 5 Games;2,000;0;0;1;10000
Route 59;2,000;1;75000;1;75000
Route 66 Games;1,000;1;10000;1;10000
Route Games;2,000;0;0;0;0
ROUTE3 GAMES;2,000;0;0;2;10000
Rouven Cabanis;2,000;0;0;0;0
Roux Turner;1,000;0;0;0;0
Rovango Studio;1,000;1;10000;1;10000
rovegames;1,000;0;0;0;0
Rover Studio;2,000;0;0;0;0
Rovio Entertainment Ltd;1,000;1;150000;1;150000
Rovio Sweden AB;3,000;0;0;3;10000
Row 1114;1,000;0;0;0;0
Rowan Douglas;3,000;0;0;1;10000
Rowan Edmondson;3,000;0;0;0;0
ROWAN FUTURE;3,000;1;10000;0;0
Rowan Software;1,000;0;0;1;10000
Rowan Software Ltd.;1,000;0;0;1;10000
Rowan Wood;1,000;1;10000;1;10000
Rowdy Turtle;1,000;1;10000;1;10000
RowdyDevs;1,000;1;10000;1;10000
Rowen Horton;1,000;0;0;1;10000
Rowen James Lumanlan Sim;1,000;0;0;0;0
RowlesCorp Studios;1,000;0;0;1;10000
Rowye;1,000;0;0;0;0
Roxanna Stefaniuc Fabiola;2,000;1;10000;1;10000
Roxer;1,000;0;0;0;0
Roxiano Creations;4,000;1;35000;1;35000
Roxra;3,000;2;10000;2;10000
Roxxli Games;2,000;0;0;0;0
Roxy Constantine;4,000;1;35000;1;35000
Roy;4,000;0;0;2;10000
Roy Barina;2,000;1;10000;1;10000
Roy Bennett;1,000;1;10000;1;10000
Roy El-Rayes;3,000;1;10000;1;10000
Roy H;1,000;0;0;0;0
Roy Keren;2,000;0;0;0;0
Roy Wales;1,000;0;0;0;0
roy00227Games;1,000;1;10000;1;10000
Royal Bytes;1,000;0;0;0;0
Royal Code Studio;1,000;0;0;0;0
Royal Deal Games;1,000;1;350000;1;350000
Royal Donut;2,000;1;10000;1;10000
Royal Flush Studioz;2,000;0;0;0;0
Royal Games;2,000;0;0;0;0
Royal Games Studio;1,000;1;10000;1;10000
Royal Goose Studios;1,000;1;10000;1;10000
Royal Guard Publishing;1,000;0;0;0;0
Royal Middleton Entertainment;2,000;1;10000;0;0
Royal Plus Games & Entertainment;1,000;1;35000;1;35000
Royal Polygon;2,000;2;10000;2;10000
Royal Rudius Entertainment;1,000;1;150000;1;150000
Royal Skies LLC;1,000;1;10000;1;10000
Royal Tea Time Studio;1,000;1;10000;1;10000
Royal Troupe;2,000;1;150000;1;150000
Royal9Games;1,000;1;10000;1;10000
RoyalCandy;6,000;0;0;0;0
RoyalCodeStudio;1,000;0;0;0;0
ROYALCROW;3,000;0;0;0;0
Royale Monkey;1,000;0;0;0;0
RoyalJL;1,000;1;10000;1;10000
Royce Charles Fernandes;1,000;1;35000;1;35000
Royex Studio;2,000;0;0;2;10000
Royex Technologies LLC;2,000;2;10000;0;0
RoysTrainz;4,000;0;0;0;0
ROYYOR LLC;3,000;0;0;0;0
Roza A.;1,000;0;0;0;0
Rozz Games;1,000;0;0;0;0
RP Entertainment Games;2,000;0;0;0;0
RP Game Design;1,000;1;10000;1;10000
RP Game Design Pty Ltd;1,000;1;10000;1;10000
RP Studios;1,000;0;0;1;10000
RP.Games;1,000;0;0;0;0
rpaka;1,000;0;0;0;0
RPavel;2,000;2;10000;1;10000
RPAX;2,000;0;0;1;35000
Rpg Adventures;1,000;1;75000;1;75000
RPG Adventures Team;9,000;3;10000;3;10000
RPG Maker MV;3,000;2;10000;0;0
RPG Video;5,000;0;0;5;480000
RPG-Stars;1,000;0;0;0;0
RPG2 Heaven;1,000;1;10000;1;10000
RPGames;8,000;2;10000;3;10000
RPGGAME;1,000;0;0;1;10000
RPGGAME.;1,000;1;10000;0;0
rpgLord69;1,000;0;0;0;0
RPGScenery;64,000;1;10000;1;10000
RPGuille;4,000;1;10000;1;10000
RPGVideo;1,000;1;75000;1;75000
Rpics Studio;2,000;1;10000;1;10000
RPK-game studio;1,000;1;10000;0;0
RPK-studio;1,000;1;10000;0;0
RPK-studio game;1,000;1;10000;1;10000
RPN Indie Developer;2,000;1;75000;1;75000
RPROGaming;2,000;1;10000;1;10000
RQ-Games;1,000;1;10000;1;10000
RQT Software;2,000;0;0;0;0
RR Games;1,000;1;35000;0;0
RR GAMES PTE LTD;3,000;3;10000;2;10000
RR Productions;3,000;2;10000;0;0
Rredbird Studios;1,000;1;10000;0;0
RRJ Inc.;2,000;0;0;0;0
RRMods;9,000;0;0;0;0
RRPG;2,000;0;0;0;0
RRR;1,000;0;0;0;0
rrrooojjjiii;1,000;0;0;0;0
RRTS;1,000;0;0;1;75000
RS Games;2,000;2;10000;2;10000
RSA World;1,000;1;10000;1;10000
RSB SISTEMA;1,000;0;0;0;0
RSGames;1,000;0;0;0;0
rshafgames;1,000;0;0;0;0
RSK Entertainment;12,000;0;0;12;10000
RSoft Games;8,000;3;10000;3;10000
RSPCA;1,000;1;350000;0;0
RSS;9,000;5;20000;0;0
RSSLO;32,000;0;0;0;0
RSU Horizon;1,000;0;0;1;10000
RSUPPORT Co., LTD.;2,000;1;10000;1;10000
Rsupport Inc.;3,000;3;10000;3;10000
RsWorks;1,000;0;0;0;0
RTan;1,000;1;75000;1;75000
RTCWCoop Team;4,000;0;0;0;0
RTEmit Studio;1,000;0;0;0;0
RTFM Corp.;1,000;1;10000;0;0
RTISATTO;1,000;1;10000;1;10000
RTK Entertainment;2,000;0;0;0;0
RTL interactive;1,000;0;0;0;0
RTM STUDIOS;1,000;1;10000;0;0
RTR MONKEY;1,000;0;0;1;10000
RtsDimon;1,000;0;0;0;0
RTVE;2,000;2;75000;0;0
RTWS;4,000;2;35000;2;35000
Ru Games;1,000;0;0;0;0
Ruairi;1,000;1;35000;1;35000
ruairi dx;2,000;0;0;0;0
Ruan Hang;2,000;1;10000;1;10000
Ruari O'Sullivan;1,000;0;0;1;10000
Ruaz.404;2,000;2;10000;2;10000
Rubarb;1,000;1;10000;1;10000
Rubber cap studio;1,000;1;10000;1;10000
Rubber Croc;2,000;1;10000;1;10000
Rubber Duck;1,000;0;0;0;0
Rubber Duck Games;2,000;0;0;1;35000
Rubber Ducky Studios;1,000;1;10000;0;0
Rubber Games;1,000;0;0;0;0
Rubber Garden;1,000;1;10000;1;10000
Rubber Sword;1,000;1;35000;1;35000
RubberBandGames;1,000;1;1500000;1;1500000
Rubbish Game;3,000;1;10000;2;10000
RubDoff Games;1,000;1;10000;1;10000
Rubedo Games;2,000;1;10000;1;10000
Rubeki;5,000;1;10000;2;35000
Rubeki Games;1,000;1;35000;0;0
Rubel Games;3,000;1;10000;1;10000
Ruben Alcañiz;3,000;2;10000;2;10000
Ruben Arranz;1,000;1;75000;1;75000
Rubén Barriga Molero;2,000;0;0;0;0
Ruben Dario Acosta;2,000;0;0;0;0
Ruben Frans;1,000;0;0;0;0
Ruben Pecellin;2,000;1;10000;1;10000
Ruben Ribes Gil;2,000;1;10000;1;10000
Ruben van Aerde (Aerthe);2,000;0;0;1;10000
Ruben Van Ostaeyen;1,000;0;0;0;0
Ruben Wihler;1,000;0;0;0;0
Ruben Zardoz Entertainment;1,000;0;0;0;0
Rubens Games;2,000;0;0;1;10000
Rubico Games;1,000;0;0;0;0
Rubicon Development;4,000;3;75000;3;75000
Rubicon Games LLC;2,000;0;0;0;0
RUBIEST GAMEZ;1,000;1;10000;0;0
Rubika Supinfogame;13,000;8;20000;0;0
Rubin;1,000;0;0;1;10000
RubiWorks;1,000;0;0;0;0
Rubix Limited;1,000;1;10000;1;10000
Ruby Dragon Software;1,000;1;10000;1;10000
Ruby Games;2,000;1;10000;1;10000
Ruby Interactive Games;1,000;0;0;0;0
Ruby Studios, LLC;1,000;0;0;0;0
Ruby-3 Productions, LLC;1,000;1;10000;0;0
Rubycone;2,000;2;150000;2;150000
RubyDev;1,000;1;350000;1;350000
RubyHaruSoftware;1,000;1;10000;1;10000
Rubyshark;1,000;0;0;0;0
Ruce;1,000;1;10000;1;10000
Rückert Broductions;2,000;1;35000;1;35000
RuckUp;1,000;0;0;0;0
Ruckus Studios;1,000;0;0;0;0
RucKyGAMES;2,000;1;10000;1;10000
rucsgames;1,000;1;150000;1;150000
Ruction Games;1,000;1;10000;0;0
Rudber Games;1,000;1;10000;1;10000
Ruddy Garcia Heredia;1,000;1;10000;1;10000
Rude Fox Games;1,000;0;0;0;0
Rude Ghost;3,000;1;35000;2;35000
RudeFrog Studios;1,000;1;35000;1;35000
Rudiment Games;2,000;1;10000;1;10000
Rudo Studios;2,000;1;10000;0;0
Rudolf Kremers & Alex May;3,000;0;0;1;350000
Rudolph;1,000;0;0;0;0
Rudransh Shinghal;1,000;1;10000;1;10000
Rudy Linck Studio;1,000;0;0;0;0
Rudy Schwartz;1,000;0;0;0;0
RUDZKI;1,000;1;10000;1;10000
Rufa;1,000;0;0;0;0
Rufalicious Gaming;2,000;1;10000;1;10000
Ruffian Games;13,000;2;10000;3;3500000
Ruffleneck;1,000;0;0;0;0
Rufflesworth;1,000;0;0;0;0
Rufoid AB;1,000;1;10000;1;10000
Rugbug Redfern;7,000;0;0;0;0
RUHRSOURCE GmbH;1,000;0;0;0;0
Ruhtra;1,000;0;0;0;0
Ruhut Soft;1,000;0;0;1;10000
Ruined Closet Games;1,000;1;10000;1;10000
RuiXiao;5,000;5;120000;0;0
Rukas Skirkevicius;2,000;1;10000;1;10000
RUKASHEN GAMES;1,000;1;10000;1;10000
Rukashi;2,000;0;0;0;0
Ruken Games;1,000;0;0;1;35000
Rukerama Studio;2,000;2;10000;2;10000
RUKIMIN.;4,000;0;0;0;0
Rukis Productions;2,000;0;0;0;0
rukusu;1,000;0;0;0;0
Rukyyy;1,000;0;0;0;0
rulai game studio;1,000;1;10000;1;10000
Rule Of Cool Studios;1,000;0;0;0;0
Rule of Fun;1,000;1;10000;1;10000
Rule Weaver;1,000;1;10000;1;10000
Rumata Lab;8,000;0;0;7;90000
rumata_lab;1,000;0;0;1;35000
Rumbic Inc;1,000;1;10000;1;10000
Rumbic Studio;2,000;0;0;2;10000
rumbleball;1,000;0;0;1;10000
RumbleWare, LLC;1,000;0;0;0;0
Rumbling Games Studio;1,000;1;10000;1;10000
Rumbora;1,000;0;0;0;0
Rumbora Party Games;4,000;1;75000;1;75000
RumByte;2,000;0;0;0;0
Rumiko Takahashi;1,000;0;0;0;0
Ruminant’s Whimper;2,000;0;0;1;10000
Rumisoft;1,000;0;0;0;0
Rumly;3,000;1;10000;1;10000
Rumme Games;3,000;2;10000;2;10000
Rummy Games;2,000;0;0;0;0
Rumor Games;3,000;2;10000;2;10000
Rumpus;2,000;0;0;2;75000
Rumpus Dungeon Game Studio;1,000;0;0;0;0
RumR Design;3,000;1;75000;1;75000
Run and jump games;3,000;3;10000;3;10000
Run Games;1,000;1;10000;1;10000
Run Ready Software;1,000;0;0;0;0
Run-Down Games;1,000;1;10000;1;10000
Run-O Games;2,000;1;10000;1;10000
Runa Liore Winters;1,000;0;0;1;10000
RunAroundGames;3,000;1;35000;1;35000
Runaway Play;2,000;1;10000;1;10000
RunByCoffee;2,000;0;0;1;10000
Rundisc;4,000;0;0;2;75000
Rundong Hu;1,000;0;0;0;0
Rune Skovbo Johansen;4,000;2;35000;2;35000
Rune Turtle;2,000;1;10000;1;10000
Rune van der Lei;1,000;0;0;0;0
Runebox Studios;1,000;1;35000;1;35000
Runeforge Game Studio;1,000;0;0;1;750000
RuneHeads;2,000;0;0;2;35000
Runelight Owl;2,000;1;35000;1;35000
Runemark Studio;1,000;0;0;0;0
Runes of Mystery;1,000;1;35000;1;35000
Runes Studio;1,000;0;0;0;0
Runesoft GmbH;5,000;5;10000;0;0
Runesound;1,000;0;0;0;0
Runestone Games Limited;1,000;1;10000;1;10000
Runestone Studios;1,000;0;0;1;10000
RuneStorm;8,000;3;1500000;4;960000
Runewaker;4,000;0;0;1;350000
Runewaker Entertainment;5,000;0;0;1;350000
Runic Dices Entertainment;1,000;0;0;0;0
Runic Games;7,000;0;0;3;1500000
Runic Rise Games;1,000;1;350000;1;350000
RunicCodes;5,000;1;10000;1;10000
Runner Duck;11,000;0;0;2;350000
Runnex Technology;4,000;2;10000;2;10000
Running Hoffman;4,000;2;10000;3;10000
Running Pillow;3,000;3;10000;3;10000
Running With Scissors;17,000;5;730000;4;860000
RunningWay Games;1,000;1;10000;1;10000
runogame;1,000;0;0;0;0
RunRun;2,000;0;0;2;10000
RunServer;29,000;21;30000;5;70000
Runway Studios;1,000;0;0;0;0
RUNWILD Entertainment;4,000;0;0;1;35000
Runze (Eric) Guo;1,000;0;0;1;10000
rup;2,000;0;0;0;0
Rupert Cole;1,000;0;0;0;0
rupiwood;1,000;1;35000;1;35000
ruploz;1,000;0;0;0;0
Rupour;2,000;1;10000;1;10000
Rural Game Studio;1,000;0;0;0;0
RuralBandit;1,000;0;0;0;0
Rus K;1,000;0;0;0;0
Rusalka Unreal Labs;2,000;1;10000;1;10000
RusArtSnipe;1,000;0;0;1;10000
rush;1,000;0;0;0;0
Rush At Games;2,000;1;10000;1;10000
Rush Games;1,000;1;10000;0;0
rushandev1;3,000;2;10000;2;10000
Rushil Reddy;2,000;1;10000;2;10000
Rushing Vise;1,000;1;10000;1;10000
Rusimitu;9,000;5;10000;5;10000
Rusimitu Games;7,000;5;0;5;0
Rusk Dreamer;1,000;0;0;0;0
Ruskatuli;2,000;1;35000;1;35000
Ruskija game experience;17,000;0;0;16;10000
Ruslan Kalimullin;1,000;1;10000;0;0
Ruslan Sharipov;1,000;0;0;0;0
Ruslan Viter;2,000;0;0;1;150000
Ruslan Zainchukovskyі;1,000;0;0;0;0
Rusmin Sofiz;1,000;1;35000;1;35000
Ruso-Virt;1,000;0;0;0;0
Russ Beuker;2,000;0;0;1;10000
Russ Mozol;1,000;0;0;0;0
Russell Butler;1,000;1;10000;1;10000
Russell Castell;1,000;0;0;0;0
Russell Lawrence;1,000;0;0;0;0
Russell Matney;1,000;0;0;0;0
Russell Meakim;1,000;1;10000;1;10000
Russell Reich;1,000;1;10000;1;10000
Russell Snider;1,000;0;0;1;10000
Russell Variedalia;1,000;0;0;1;10000
Russian Implant Games;2,000;2;35000;1;75000
RUSSIAN OMON;1,000;1;10000;1;10000
Russian Pirates;1,000;1;10000;1;10000
Russian Pixel Games;2,000;0;0;2;10000
RussianDEV;1,000;0;0;1;10000
Russpuppy;11,000;11;40000;11;40000
RUST LTD.;2,000;1;1500000;1;1500000
Rustam Shafigullin;1,000;0;0;0;0
RustBit;1,000;0;0;0;0
RustBIt Studio;1,000;0;0;0;0
Rustbox Games;1,000;0;0;0;0
Rustic Fantastic;3,000;0;0;1;10000
RUSTIC PANDA GAMES LLC;1,000;0;0;0;0
Rusto;4,000;2;10000;3;10000
Rusty Bolt;2,000;1;10000;1;10000
rusty games;1,000;1;10000;1;10000
Rusty Knights;1,000;0;0;1;150000
Rusty Lake;14,000;8;420000;9;410000
rusty moon;1,000;0;0;0;0
Rusty Moyher;6,000;0;0;5;20000
Rusty Pipes;1,000;0;0;0;0
Rusty Pipes Games;1,000;1;10000;1;10000
Rusty Swain;1,000;1;10000;1;10000
RusWorld;1,000;1;35000;1;35000
Rutenn no oheya;3,000;2;10000;0;0
Rutger van Dijk;2,000;0;0;1;10000
Rutger Zuydervelt;1,000;0;0;0;0
Ruthenium Entertainment;1,000;1;10000;0;0
Ruthenium Game Studio;1,000;0;0;1;10000
Ruthless Studios;1,000;0;0;0;0
Rutile Games;1,000;0;0;0;0
Rutony Studio;4,000;1;150000;1;150000
RuVe Game Studio;2,000;1;10000;1;10000
Ruxar;3,000;2;10000;2;10000
RUzura Interactive;3,000;0;0;2;10000
RV Games;1,000;1;10000;1;10000
RVIP Productions;1,000;0;0;0;0
RVL Games;5,000;3;10000;4;90000
RVM desenvolvedora;1,000;0;0;0;0
RVT;1,000;0;0;0;0
RVX;1,000;0;0;1;35000
RWHs;3,000;1;10000;1;10000
RWS C Team;1,000;0;0;0;0
RXINC;1,000;0;0;0;0
Ry;1,000;0;0;1;35000
RY-JT;1,000;0;0;0;0
Ryab Studios;1,000;1;10000;1;10000
Ryabov Eduard;1,000;0;0;1;10000
RyabovEduard;1,000;1;10000;0;0
Ryan;2,000;1;10000;2;10000
Ryan (Gray) Nobles;1,000;0;0;0;0
Ryan A.;2,000;0;0;0;0
Ryan Alli;1,000;1;10000;1;10000
Ryan Anderson;1,000;0;0;0;0
Ryan Andrew;1,000;0;0;0;0
Ryan Bell;1,000;1;35000;1;35000
Ryan Bissonnette;6,000;3;10000;3;10000
Ryan Blipsounds;1,000;0;0;0;0
Ryan Boc;1,000;1;10000;1;10000
Ryan Brammen;1,000;0;0;0;0
Ryan Brooks;1,000;0;0;0;0
Ryan C. Gordon;1,000;0;0;0;0
Ryan Carlos;3,000;2;10000;2;10000
Ryan Cherry;1,000;1;10000;1;10000
Ryan Cho;5,000;0;0;0;0
Ryan Clarke;1,000;1;10000;1;10000
Ryan Cooke;1,000;0;0;0;0
Ryan Cooke & Steven Smith;1,000;0;0;0;0
Ryan Cooper;1,000;1;35000;1;35000
Ryan Craven;1,000;0;0;0;0
Ryan Cunningham;1,000;0;0;1;10000
Ryan Davis;2,000;0;0;2;10000
Ryan Donaldson;1,000;0;0;1;10000
Ryan Elders;1,000;0;0;0;0
Ryan Fornelius;2,000;0;0;0;0
Ryan Forrester;2,000;1;10000;1;10000
Ryan Frank;1,000;0;0;1;10000
Ryan Graff;1,000;0;0;0;0
Ryan Guanyuhao Jiang;1,000;0;0;1;350000
Ryan Haglund;1,000;0;0;1;10000
Ryan Heffernan Pratt;1,000;0;0;0;0
Ryan Ike;1,000;0;0;0;0
Ryan Javanshir;1,000;1;10000;1;10000
Ryan Jensen;2,000;2;35000;2;35000
Ryan Joseph;1,000;0;0;1;150000
Ryan Khatam;1,000;0;0;0;0
Ryan Kibbe;1,000;0;0;1;10000
Ryan Kubik;1,000;0;0;1;10000
Ryan Kubik Games;1,000;1;10000;0;0
Ryan Kwok;1,000;0;0;0;0
Ryan Laley Games;2,000;0;0;0;0
Ryan Laukat;1,000;0;0;0;0
Ryan Layfield;2,000;0;0;0;0
Ryan Lopez DeVinaspre;1,000;0;0;0;0
Ryan McQuiston;1,000;0;0;0;0
Ryan Morin;1,000;1;10000;1;10000
Ryan Nein;1,000;0;0;0;0
Ryan Olah;1,000;1;10000;1;10000
Ryan Piehl;1,000;0;0;0;0
Ryan Pratt;1,000;0;0;1;10000
Ryan Reiss;1,000;0;0;0;0
Ryan Romero;1,000;0;0;0;0
Ryan Rosado;1,000;0;0;1;150000
Ryan Roth;2,000;0;0;0;0
Ryan Rothweiler;1,000;0;0;0;0
Ryan Saunders;3,000;0;0;2;10000
Ryan Silberman;13,000;4;10000;6;20000
Ryan Stephen;2,000;2;10000;2;10000
Ryan Su Games;2,000;1;10000;1;10000
Ryan Trawick;1,000;0;0;0;0
Ryan up in here;2,000;1;35000;1;35000
Ryan Weaver;2,000;0;0;0;0
Ryan Wheeler;5,000;2;10000;2;10000
Ryan Yoshikami;2,000;0;0;1;10000
Ryan_Carlos;2,000;1;10000;1;10000
Ryan阿煙;1,000;0;0;1;35000
ryArt;1,000;1;75000;1;75000
Ryclaw Games;3,000;3;10000;3;10000
RYD-Company;1,000;1;10000;0;0
Rydeom;1,000;0;0;1;10000
Rydiossoftware;1,000;0;0;0;0
Rye;1,000;1;10000;1;10000
RyeBreadGames;1,000;1;10000;1;10000
Ryemanni;1,000;1;10000;1;10000
Rygrad Studio;1,000;0;0;0;0
Ryke;1,000;0;0;1;10000
Rylan Yancey;1,000;1;10000;1;10000
RYM GAMES;1,000;1;75000;1;75000
Rymdfall AB;1,000;1;10000;1;10000
Rymentz;2,000;0;0;1;10000
RymPow;1,000;0;0;0;0
Rynder Games;2,000;1;10000;1;10000
Ryne D. (thebackup);1,000;0;0;0;0
Ryo Kobuchi;2,000;0;0;0;0
Ryo Suzuki;1,000;1;10000;1;10000
ryoheyLab.;2,000;1;10000;1;10000
RYOT;2,000;2;10000;0;0
ryouko;2,000;0;0;1;10000
Ryptide Games;1,000;0;0;0;0
Ryptimal Games;1,000;0;0;0;0
RyseUp Studios;6,000;2;150000;3;150000
RySo Games;1,000;0;0;0;0
Rythane (JRH);2,000;1;35000;1;35000
Ryu Ga Gotoku Studio;40,000;0;0;13;540000
RyuHawkeye;2,000;0;0;0;0
Ryuichi Kaminogi;2,000;0;0;0;0
Ryuki Yumeno;1,000;0;0;0;0
ryuukyuushi;3,000;0;0;1;10000
Ryuukyuushi Company;3,000;1;10000;0;0
Rza Ibrahimov;1,000;1;10000;1;10000
RZE;1,000;0;0;0;0
R_Games;5,000;3;10000;3;10000
R‘lyeh Game;3,000;2;10000;2;10000
S Albertus;1,000;0;0;0;0
S Game;1,000;1;10000;1;10000
S Games;1,000;0;0;0;0
S GameTime;1,000;1;10000;1;10000
S H B studio;1,000;1;10000;1;10000
S Houben;1,000;1;10000;1;10000
S Martin Game;1,000;0;0;0;0
S Xavier Uy;1,000;1;35000;1;35000
S&A Gaming Studio LLC;1,000;1;10000;0;0
S&I Games;1,000;1;10000;0;0
S&COR Games;1,000;1;10000;1;10000
S'Games;25,000;0;0;14;10000
S-court;48,000;1;75000;0;0
S-Game;2,000;1;10000;1;10000
S-Qubed Entertainment Inc.;1,000;0;0;0;0
S-studio;1,000;0;0;1;10000
S. Khasanov;1,000;1;10000;1;10000
S. L. Clark;2,000;0;0;2;10000
S. ODale;1,000;0;0;0;0
S. Relaxing Games;1,000;0;0;0;0
S.A. DigiWorks;3,000;3;10000;3;10000
S.C. 16 BIT NIGHTS S.R.L.;10,000;4;100000;4;100000
S.E.E.D.;1,000;1;10000;1;10000
S.E.R.A. GAMES STUDIO;1,000;0;0;1;35000
S.E.R.A. Studio;1,000;0;0;0;0
S.E.R.A. STUDIO 3D;1,000;0;0;1;75000
S.F. Bay Studios, Inc.;1,000;1;10000;1;10000
S.F.C GAMES;1,000;1;35000;1;35000
S.G;1,000;0;0;1;10000
S.H.GAMES;1,000;1;10000;1;10000
S.L.;3,000;0;0;0;0
